Date,axe,mois,jour_sem,semaine,nb_arrets_total,duree_totale_h,duree_max_h,taux_disponibilite,ratio_arret_anomalie,roll_3j_nb_arrets,roll_7j_nb_arrets,roll_3j_duree,roll_7j_duree,roll_7j_nb_anomalie,pente_arrets_3j,duree_depuis_last_arret,duree_depuis_last_anomalie,cumul_arrets_7j,heure_sin,heure_cos,mois_sin,mois_cos,est_weekend,axe_encoded,nb_arrets_anomalie,duree_anomalie_h,nb_epuisement,nb_rupture,nb_defaut_elec,nb_defaut_mec,gravite_max,nb_arrets_critiques,label
2025-01-11,1,1,5,2,3.0,10.500000000000004,7.666666666666669,0.5624999999999998,0.0,2.3333333333333335,3.2857142857142856,16.833333333333332,13.98809523809524,7.0,1.0000000000000002,0.0,3.0,23.0,-0.30070579950427306,-0.9537169507482269,0.49999999999999994,0.8660254037844387,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-01-12,1,1,6,2,9.0,11.083333333333329,7.749999999999999,0.5381944444444446,0.2222222222222222,5.0,3.857142857142857,12.527777777777779,12.000000000000002,6.0,3.0000000000000004,0.0,0.0,27.0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,1,1,2.0,8.083333333333332,1.0,0.0,1.0,0.0,3.0,1.0,1
2025-01-13,1,1,0,3,7.0,4.999999999999998,1.9166666666666679,0.7916666666666667,0.0,6.333333333333333,4.857142857142857,8.861111111111109,12.714285714285714,6.0,2.0000000000000004,0.0,1.0,34.0,0.015582666194723475,-0.9998785828860741,0.49999999999999994,0.8660254037844387,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-01-14,1,1,1,3,8.0,16.583333333333332,8.500000000000002,0.3090277777777778,0.25,8.0,5.285714285714286,10.888888888888886,14.023809523809527,7.0,-0.4999999999999991,0.0,0.0,37.0,-0.7409511253549592,-0.6715589548470183,0.49999999999999994,0.8660254037844387,0,1,2.0,2.0833333333333313,1.0,0.0,0.0,1.0,4.0,1.0,1
2025-01-15,1,1,2,3,4.0,21.583333333333336,17.5,0.10069444444444431,0.5,6.333333333333333,5.0,14.388888888888891,14.964285714285714,6.0,-1.4999999999999991,0.0,0.0,35.0,0.30590302009655357,-0.9520626777139243,0.49999999999999994,0.8660254037844387,0,1,2.0,20.5,2.0,0.0,0.0,0.0,2.0,2.0,1
2025-01-16,1,1,3,3,6.0,4.7499999999999964,1.416666666666667,0.8020833333333335,0.3333333333333333,6.0,5.714285714285714,14.305555555555555,12.214285714285714,8.0,-0.9999999999999988,0.0,0.0,40.0,0.33517752215694163,-0.9421549918355965,0.49999999999999994,0.8660254037844387,0,1,2.0,2.2499999999999987,2.0,0.0,0.0,0.0,2.0,1.0,1
2025-01-17,1,1,4,3,9.0,15.583333333333336,11.0,0.3506944444444443,0.1111111111111111,6.333333333333333,6.571428571428571,13.972222222222223,12.154761904761903,9.0,2.500000000000001,0.0,0.0,46.0,0.11850024840238682,-0.9929540226659906,0.49999999999999994,0.8660254037844387,0,1,1.0,0.666666666666667,1.0,0.0,0.0,0.0,2.0,0.0,1
2025-01-18,1,1,5,3,3.0,21.16666666666667,10.583333333333332,0.11805555555555536,0.3333333333333333,6.0,6.571428571428571,13.833333333333336,13.678571428571429,10.0,-1.4999999999999991,0.0,0.0,46.0,-0.7613497448832309,-0.6483413961534764,0.49999999999999994,0.8660254037844387,1,1,1.0,9.66666666666667,1.0,0.0,0.0,0.0,2.0,1.0,1
2025-01-19,1,1,6,3,6.0,6.0,4.333333333333334,0.75,0.16666666666666666,6.0,6.142857142857143,14.250000000000005,12.952380952380953,9.0,-1.4999999999999996,0.0,0.0,43.0,-0.9973569167005722,0.07265797072261093,0.49999999999999994,0.8660254037844387,1,1,1.0,4.333333333333334,1.0,0.0,0.0,0.0,2.0,1.0,1
2025-01-20,1,1,0,4,5.0,4.166666666666671,1.416666666666667,0.8263888888888887,0.4,4.666666666666667,5.857142857142857,10.444444444444448,12.833333333333334,11.0,1.0000000000000009,0.0,0.0,41.0,-0.9832549075639545,-0.18223552549214778,0.49999999999999994,0.8660254037844387,0,1,2.0,2.2500000000000027,2.0,0.0,0.0,0.0,2.0,1.0,1
2025-01-21,1,1,1,4,11.0,7.416666666666664,1.583333333333333,0.6909722222222223,0.2727272727272727,7.333333333333333,6.285714285714286,5.861111111111113,11.523809523809524,12.0,2.5000000000000018,0.0,0.0,44.0,0.11083819990101117,-0.9938384644612541,0.49999999999999994,0.8660254037844387,0,1,3.0,3.166666666666667,3.0,0.0,0.0,0.0,2.0,1.0,1
2025-01-22,1,1,2,4,7.0,12.333333333333336,7.0,0.48611111111111105,0.42857142857142855,7.666666666666667,6.714285714285714,7.972222222222225,10.202380952380953,13.0,1.000000000000001,0.0,0.0,47.0,-0.3740285774268276,-0.927417178656975,0.49999999999999994,0.8660254037844387,0,1,3.0,10.583333333333336,3.0,0.0,0.0,0.0,2.0,2.0,1
2025-01-23,1,1,3,4,10.0,14.75,8.583333333333332,0.38541666666666663,0.3,9.333333333333334,7.285714285714286,11.5,11.630952380952381,14.0,-0.4999999999999985,0.0,0.0,51.0,0.1714992488957742,-0.9851842505989351,0.49999999999999994,0.8660254037844387,0,1,3.0,11.25,3.0,0.0,0.0,0.0,2.0,2.0,1
2025-01-24,1,1,4,4,9.0,12.166666666666666,5.999999999999998,0.4930555555555556,0.2222222222222222,8.666666666666666,7.285714285714286,13.083333333333336,11.142857142857144,15.0,1.000000000000002,0.0,0.0,51.0,-0.47886211220174313,-0.8778901283746646,0.49999999999999994,0.8660254037844387,0,1,2.0,6.249999999999998,2.0,0.0,0.0,0.0,2.0,1.0,1
2025-01-25,1,1,5,4,7.0,19.166666666666668,11.0,0.20138888888888884,0.14285714285714285,8.666666666666666,7.857142857142857,15.361111111111112,10.857142857142858,15.0,-1.5000000000000004,0.0,0.0,55.0,0.37980216060817057,-0.9250677374102749,0.49999999999999994,0.8660254037844387,1,1,1.0,0.8333333333333317,0.0,0.0,1.0,0.0,3.0,0.0,1
2025-01-26,1,1,6,4,6.0,10.083333333333332,4.5,0.5798611111111112,0.3333333333333333,7.333333333333333,7.857142857142857,13.805555555555557,11.440476190476192,16.0,-1.499999999999999,0.0,0.0,55.0,-0.9433675007898249,-0.3317495417533529,0.49999999999999994,0.8660254037844387,1,1,2.0,3.0,1.0,0.0,1.0,0.0,3.0,1.0,1
2025-01-27,1,1,0,5,6.0,23.25,12.5,0.03125,0.5,6.333333333333333,8.0,17.5,14.166666666666668,17.0,-0.4999999999999993,0.0,0.0,56.0,0.5765511589803017,-0.8170610510105538,0.49999999999999994,0.8660254037844387,0,1,3.0,6.499999999999999,2.0,0.0,1.0,0.0,3.0,3.0,1
2025-01-28,1,1,1,5,3.0,10.0,8.999999999999998,0.5833333333333333,0.3333333333333333,5.0,6.857142857142857,14.444444444444443,14.535714285714286,15.0,-1.4999999999999996,0.0,0.0,48.0,-0.38268343236508967,-0.9238795325112868,0.49999999999999994,0.8660254037844387,0,1,1.0,8.999999999999998,0.0,0.0,1.0,0.0,3.0,1.0,1
2025-01-29,1,1,2,5,7.0,24.833333333333336,17.333333333333336,0.0,0.0,5.333333333333333,6.857142857142857,19.361111111111114,16.321428571428573,12.0,0.5000000000000009,0.0,1.0,48.0,0.9165622558699762,-0.39989202431974097,0.49999999999999994,0.8660254037844387,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-01-30,1,1,3,5,7.0,14.000000000000002,8.416666666666664,0.41666666666666663,0.0,5.666666666666667,6.428571428571429,16.277777777777782,16.214285714285715,9.0,2.0000000000000004,0.0,2.0,45.0,-0.9375424585439992,-0.34787086458522726,0.49999999999999994,0.8660254037844387,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-01-31,1,1,4,5,6.0,3.833333333333336,2.083333333333333,0.8402777777777777,0.16666666666666666,6.666666666666667,6.0,14.222222222222227,15.023809523809524,8.0,-0.4999999999999986,0.0,0.0,42.0,-0.2447433439543235,-0.9695878998781161,0.49999999999999994,0.8660254037844387,0,1,1.0,0.3333333333333348,1.0,0.0,0.0,0.0,2.0,0.0,0
2025-02-01,1,2,5,5,2.0,3.5,1.8333333333333335,0.8541666666666666,0.0,5.0,5.285714285714286,7.111111111111113,12.785714285714286,7.0,-2.4999999999999987,0.0,1.0,37.0,0.6915130557822694,0.7223639620597556,0.8660254037844386,0.5000000000000001,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-02-02,1,2,6,5,6.0,11.916666666666668,5.000000000000001,0.5034722222222221,0.0,4.666666666666667,5.285714285714286,6.416666666666668,13.04761904761905,5.0,4.739043719177556e-16,0.0,2.0,37.0,-0.5218783691838929,-0.8530199105401705,0.8660254037844386,0.5000000000000001,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-02-03,1,2,0,6,9.0,11.166666666666668,2.166666666666666,0.5347222222222221,0.0,5.666666666666667,5.714285714285714,8.861111111111112,11.321428571428571,2.0,3.500000000000001,0.0,3.0,40.0,-0.8549118706729466,-0.5187732581605214,0.8660254037844386,0.5000000000000001,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-02-04,1,2,1,6,5.0,8.833333333333332,6.5,0.6319444444444444,0.0,6.666666666666667,6.0,10.63888888888889,11.154761904761907,1.0,-0.4999999999999994,0.0,4.0,42.0,-0.8929789434111368,-0.4500984410374354,0.8660254037844386,0.5000000000000001,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-02-05,1,2,2,6,6.0,4.66666666666667,1.7499999999999991,0.8055555555555555,0.0,6.666666666666667,5.857142857142857,8.222222222222223,8.273809523809526,1.0,-1.5000000000000007,0.0,5.0,41.0,0.13773266774151088,-0.9904694403346358,0.8660254037844386,0.5000000000000001,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-02-06,1,2,3,6,3.0,1.25,0.666666666666667,0.9479166666666666,0.0,4.666666666666667,5.285714285714286,4.916666666666667,6.452380952380953,1.0,-1.0000000000000002,0.0,6.0,37.0,0.9515049572046937,0.3076334123837882,0.8660254037844386,0.5000000000000001,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
